L 10/18/2019 - 00:01:01: SourceMod log file session started (file "L20191018.log") (Version "1.9.0.6282")
L 10/18/2019 - 00:01:01: [l4d2_skill_detect.smx] Charge carry start: 3 - 4 -- time: 88.40
L 10/18/2019 - 00:01:02: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 3: time: 0.00 / 1.03 -- class: charger (with shove? 0)
L 10/18/2019 - 00:01:05: [l4d2_skill_detect.smx] Checking charge victim: 3 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 00:01:49: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 00:01:53: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pickup_incap_flags") (value "2")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hittable_override") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hittable_rage_override") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_rock_rage_override") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_spit_extra_time") (value "0.4")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_common_extra_time") (value "0.6")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hunter_duration") (value "1.8")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_jockey_duration") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_smoker_duration") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_charger_duration") (value "2.1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_common_zc_flags") (value "9")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_spit_zc_flags") (value "6")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_godframe_glows") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_ff_min_time") (value "0.8")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_witch_override") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_interval") (value "0.1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_increment") (value "2")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_total") (value "50")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_hunter_pounce_stagger_duration") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_m2_hunter_penalty") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_m2_jockey_penalty") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_m2_smoker_penalty") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_melee_tank_nerf") (value "20")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_dmg") (value "3")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_alternate_dmg") (value "3")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_max_ticks") (value "26")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_godframe_ticks") (value "6")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_bridge_car_damage") (value "24.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_sflog_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_bhlog_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_handtruck_standing_damage") (value "8.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_car_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_bumpercar_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_forklift_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_dumpster_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_haybale_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_baggage_standing_damage") (value "100.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_incap_standard_damage") (value "-2")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_disable_self_damage") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_overhit_time") (value "1.4")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_disable_si_friendly_staggers") (value "2")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_infected_ff") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_infected_ff_allow_tank") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_enable") (value "7")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_blockzerodmg") (value "7")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_permdmgfrac") (value "1.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_enabled") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_always") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_time") (value "0.1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_tankrock_common") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_smoker_common") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_tankrock_incap") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_punchstuckfix_unstucktime") (value "0.5")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tpsf_debug_print") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_multi") (value "0.5")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_min") (value "1.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_max") (value "8.0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_uncinfblock_enabled") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_uncinfblock_types") (value "31")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Enabled") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Random") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_BaseballBat") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_CricketBat") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Crowbar") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_ElecGuitar") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_FireAxe") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_FryingPan") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_GolfClub") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Knife") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Katana") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Machete") (value "1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_RiotShield") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Tonfa") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_ring1_bullets") (value "8")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_ring1_factor") (value "3")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_center_pellet") (value "0")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_shotgun_bonus_damage_range") (value "60")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_shotgun_bonus_damage_multiplier") (value "7")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_reload_speed_uzi") (value "1.75")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_reload_speed_silenced_smg") (value "2.1")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_witch_damage_per_kill_hit") (value "75")
L 10/18/2019 - 00:03:32: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_witch_personal_space") (value "240")
L 10/18/2019 - 00:03:34: [l4d2_saferoom_item_remove.smx] Removed 4 saferoom item(s) (start: 0; end: 4).
L 10/18/2019 - 00:04:29: [l4d2_skill_detect.smx] Clear: 4 freed 8 from 6: time: -1.00 / 1.68 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:04:57: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 6: time: 0.29 / 2.13 -- class: smoker (with shove? 1)
L 10/18/2019 - 00:04:59: [l4d2_skill_detect.smx] Clear: 1 freed 7 from 2: time: 0.75 / -1.00 -- class: jockey (with shove? 1)
L 10/18/2019 - 00:05:44: [l4d2_skill_detect.smx] Charge carry start: 5 - 7 -- time: 132.50
L 10/18/2019 - 00:05:47: [l4d2_skill_detect.smx] Clear: 8 freed 7 from 5: time: 1.25 / 2.71 -- class: charger (with shove? 0)
L 10/18/2019 - 00:05:48: [l4d2_skill_detect.smx] Checking charge victim: 5 - 7 - flags: 1 (alive? 1)
L 10/18/2019 - 00:05:48: [l4d2_skill_detect.smx] Checking charge victim: 5 - 1 - flags: 0 (alive? 1)
L 10/18/2019 - 00:05:51: [l4d2_skill_detect.smx] Clear: 7 freed 8 from 2: time: 1.83 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 00:06:31: [l4d2_skill_detect.smx] Clear: 4 freed 8 from 9: time: -1.00 / 0.98 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:06:35: [l4d2_skill_detect.smx] Charge carry start: 2 - 1 -- time: 183.22
L 10/18/2019 - 00:06:35: [l4d2_skill_detect.smx] Clear: 8 freed 1 from 2: time: 0.00 / 0.16 -- class: charger (with shove? 0)
L 10/18/2019 - 00:06:39: [l4d2_skill_detect.smx] Checking charge victim: 2 - 1 - flags: 1 (alive? 1)
L 10/18/2019 - 00:06:39: [l4d2_skill_detect.smx] Checking charge victim: 2 - 4 - flags: 0 (alive? 1)
L 10/18/2019 - 00:06:53: [l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 524)
L 10/18/2019 - 00:06:53: [l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: e.e, attacker dmg: 615, teamless dmg: 0
L 10/18/2019 - 00:07:06: [l4d2_skill_detect.smx] Clear: 1 freed 8 from 3: time: 1.67 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 00:07:54: [l4d2_skill_detect.smx] Charge carry start: 3 - 4 -- time: 262.55
L 10/18/2019 - 00:07:56: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 3: time: 0.27 / 1.19 -- class: charger (with shove? 0)
L 10/18/2019 - 00:07:58: [l4d2_skill_detect.smx] Checking charge victim: 3 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 00:08:14: [l4d2_skill_detect.smx] Clear: 1 freed 4 from 6: time: -1.00 / 2.16 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:08:45: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 00:08:49: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 00:08:49: [l4d2_tankswap.smx] Found valid Tank Swap Choice: bgod^
L 10/18/2019 - 00:08:49: [l4d2_tankswap.smx] Found valid Tank Swap Choice: [A S K][ARG]
L 10/18/2019 - 00:08:49: [l4d2_tankswap.smx] Valid Tank Choices Amount: 2
L 10/18/2019 - 00:08:50: [l4d2_skill_detect.smx] Charge carry start: 6 - 7 -- time: 317.72
L 10/18/2019 - 00:08:53: [l4d2_skill_detect.smx] Checking charge victim: 6 - 7 - flags: 1 (alive? 1)
L 10/18/2019 - 00:08:53: [l4d2_skill_detect.smx] Clear: 1 freed 7 from 6: time: 2.13 / 3.88 -- class: charger (with shove? 0)
L 10/18/2019 - 00:08:54: [l4d2_skill_detect.smx] Checking charge victim: 6 - 4 - flags: 0 (alive? 1)
L 10/18/2019 - 00:08:54: [l4d2_skill_detect.smx] Checking charge victim: 6 - 8 - flags: 0 (alive? 1)
L 10/18/2019 - 00:08:56: [l4d2_skill_detect.smx] Clear: 8 freed 4 from 3: time: 0.47 / 1.64 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:09:47: [l4d2_skill_detect.smx] Charge carry start: 10 - 4 -- time: 375.07
L 10/18/2019 - 00:09:50: [l4d2_skill_detect.smx] Clear: 8 freed 4 from 10: time: 1.35 / 2.67 -- class: charger (with shove? 0)
L 10/18/2019 - 00:09:51: [l4d2_skill_detect.smx] Checking charge victim: 10 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 00:10:45: [l4d2_skill_detect.smx] Clear: 1 freed 7 from 6: time: 3.17 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 00:11:11: [l4d2_skill_detect.smx] Clear: 7 freed 1 from 6: time: 0.97 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 00:11:18: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 5: time: 2.04 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 00:11:45: [l4d2_saferoom_item_remove.smx] Removed 4 saferoom item(s) (start: 0; end: 4).
L 10/18/2019 - 00:12:20: [l4d2_skill_detect.smx] Charge carry start: 4 - 9 -- time: 527.58
L 10/18/2019 - 00:12:21: [l4d2_skill_detect.smx] Clear: 6 freed 9 from 4: time: 0.05 / 0.80 -- class: charger (with shove? 0)
L 10/18/2019 - 00:12:23: [l4d2_skill_detect.smx] Checking charge victim: 4 - 9 - flags: 1 (alive? 1)
L 10/18/2019 - 00:12:26: [l4d2_skill_detect.smx] Clear: 6 freed 3 from 7: time: 4.23 / 7.20 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:12:35: [l4d2_skill_detect.smx] Clear: 9 freed 6 from 1: time: 5.15 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 00:13:02: [l4d2_skill_detect.smx] Charge carry start: 7 - 5 -- time: 569.66
L 10/18/2019 - 00:13:04: [l4d2_skill_detect.smx] Clear: 6 freed 5 from 7: time: 0.00 / 2.64 -- class: charger (with shove? 0)
L 10/18/2019 - 00:13:06: [l4d2_skill_detect.smx] Checking charge victim: 7 - 5 - flags: 1 (alive? 1)
L 10/18/2019 - 00:13:08: [l4d2_skill_detect.smx] Clear: 6 freed 3 from 8: time: 0.79 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 00:13:23: [l4d2_skill_detect.smx] Clear: 6 freed 5 from 1: time: 2.45 / 6.13 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:13:52: [l4d2_skill_detect.smx] Charge carry start: 8 - 2 -- time: 619.77
L 10/18/2019 - 00:13:56: [l4d2_skill_detect.smx] Checking charge victim: 8 - 6 - flags: 0 (alive? 1)
L 10/18/2019 - 00:13:56: [l4d2_skill_detect.smx] Checking charge victim: 8 - 3 - flags: 0 (alive? 1)
L 10/18/2019 - 00:13:56: [l4d2_skill_detect.smx] Checking charge victim: 8 - 2 - flags: 1 (alive? 1)
L 10/18/2019 - 00:13:57: [l4d2_skill_detect.smx] Clear: 6 freed 2 from 8: time: 2.23 / 4.61 -- class: charger (with shove? 0)
L 10/18/2019 - 00:13:59: [l4d2_skill_detect.smx] Clear: 6 freed 5 from 4: time: 5.38 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 00:14:27: [l4d2_skill_detect.smx] Clear: 6 freed 5 from 8: time: 2.83 / 4.91 -- class: smoker (with shove? 0)
L 10/18/2019 - 00:14:37: [l4d2_skill_detect.smx] Clear: 2 freed 3 from 1: time: 1.79 / -1.00 -- class: hunter (with shove? 1)
L 10/18/2019 - 00:15:37: -------- Mapchange to c5m4_quarter --------
L 10/18/2019 - 00:15:39: [sv_steamgroup_fixer.smx] Corrected sv_steamgroup ("33766243,27767513") from 33766244 to 33766243.
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "motd_enabled") (value "0")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "motdfile") (value "mymotd.txt")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hostfile") (value "myhost.txt")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "1")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "1")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 10/18/2019 - 00:15:39: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
